adipose tissue,adrenal gland,appendix,bone marrow,breast,bronchus,cartilage,caudate,cerebellum,cerebral cortex,cervix,choroid plexus,colon,dorsal raphe,duodenum,endometrium,endometrium 1,endometrium 2,epididymis,esophagus,eye,fallopian tube,gallbladder,hair,heart muscle,hippocampus,hypothalamus,kidney,lactating breast,liver,lung,lymph node,nasopharynx,oral mucosa,ovary,pancreas,parathyroid gland,pituitary gland,placenta,prostate,rectum,retina,salivary gland,seminal vesicle,skeletal muscle,skin,skin 1,skin 2,small intestine,smooth muscle,soft tissue 1,soft tissue 2,sole of foot,spleen,stomach 1,stomach 2,substantia nigra,testis,thymus,thyroid gland,tonsil,urinary bladder,vagina
SAFB,FUS,NOA1,N4BP1,CAB39L,DIMT1,,FZD3,EPDR1,IPO11,MANBAL,,EVC,,TM9SF3,,RBBP7,ZFAND1,TOMM22,CEP76,,ERGIC2,EPB41L2,,AIP,NUP93,,ITGA8,,NRBP1,ARCN1,ESRP2,IPO11,GTF2H1,ACOT2,TMED1,ESRP2,,XRCC5,RABAC1,HOXA9,,SNRNP70,GYS1,PSPC1,,KCNK6,CDC45,PAG1,ZNG1B,KHDRBS1,PRR12,,STIM2,TPX2,AAMDC,,HLTF,,ARSA,TMED2,ARCN1,FANCE
CHTOP,MLF2,APLP2,CTCF,SUPT20H,IPO11,,UBE2W,FAT2,EPDR1,IDH3B,,SIDT1,,GTF3C1,,SLC35A2,BPNT2,RSPH14,RIOK3,,ALG6,RIF1,,NDUFS8,PSMD7,,MCCC1,,ASB3,TMEM38B,AXIN1,SEPHS1,CORO1C,SLIRP,WASHC2A,WFDC1,,MKNK1,MEIS3,CBFA2T2,,YJU2B,HNRNPL,PDZRN3,,HNRNPM,COMT,RAP1GAP,MRPL50,ZNF639,DNAJC8,,KLF3,ANKRD10,DDX18,,FAM50A,,ASCC2,ZFAND6,PSMD5,KCTD20
LMNA,NECAP1,EIF3I,POLR2C,VWA8,EPDR1,,NDRG1,RBM22,SEPHS1,RPRD1B,,IRAG1,,USP33,,PQBP1,LAPTM4B,SUN2,ATG4A,,KHSRP,RAB21,,PPFIBP1,SLC38A7,,ACER3,,REEP6,PTGS1,MPG,MRPL28,CSRNP2,ALDH6A1,MAST3,USP10,,REXO1,LIG1,SDF4,,MED25,SNRNP70,CRY2,,MARCHF2,GABRP,TOP2B,XPA,ZSCAN20,ZNF384,,KLHL5,COQ9,KHSRP,,CYBRD1,,PHF5A,LAT2,NANS,STK38
NACC1,RCOR1,TXLNA,MMP15,N4BP1,SEPHS1,,PPP2CB,ALG9,RBM22,CST3,,XRCC1,,DYNC1I2,,MAGT1,ZC2HC1A,RHBDD3,TBL1X,,EDEM2,SMARCA2,,CLEC2B,MPG,,TIGAR,,TTC31,NANS,WFDC1,RBM22,CAMKK2,DNMT3A,HNRNPM,CIAO3,,SAR1A,PLA2G4C,CDH17,,AKAP8,SGTA,ZCCHC17,,MTAP,PTGS1,TM9SF3,ALDH1B1,RASL11A,EMG1,,DCPS,PPP1R13B,EDEM2,,PRKACA,,ACO2,ZW10,SRPK1,SRSF3
MAML1,BLVRB,CAD,PSMD7,DHODH,MRPL28,,NEFM,FTL,TMED2,WFDC2,,LLGL2,,SIRT6,,HTATSF1,GSDMD,TTLL1,POLA1,,REM1,CNOT4,,CSRNP2,USP10,,GNB1,,EVA1A,CWF19L1,COTL1,TMED2,RSRC2,YPEL5,MARCHF2,CLCN7,,PAFAH1B3,RAB3D,XRCC5,,ILVBL,MED25,KHDRBS1,,POLR2E,CRAT,GTF3C1,MDC1,FYTTD1,EVI2A,,TMEM109,MAVS,TPX2,,AFF4,,ZBED4,MTMR2,TMEM14A,MDN1
PSMC2,CCNK,ATRX,AXIN1,CTCF,RBM22,,MCM4,PSMC5,ZW10,PPP1R16B,,SMARCE1,,POLD3,,MAGED2,EEF1D,MCAT,RBBP7,,ANKRD10,PSEN1,,ATP5F1B,NOMO3,,HOXA9,,PECR,NUBP2,USP10,ALG9,MAGOHB,YIPF4,POLRMT,SLC7A5,,CARMIL1,TMEM205,LXN,,URI1,SNAPC2,RPL21,,MKNK2,FKBP5,DYNC1I2,NUMA1,OCRL,CANX,,ANAPC15,XRN2,EPB41L1,,RHOBTB1,,FKBP3,SRRT,HSP90AB1,ASCC3
DVL3,YPEL3,AK6,USP10,PARD6A,ZW10,,ASAH1,MT3,ALG9,VAPA,,PPP2R3A,,GPR137B,,GLA,INTS10,ASCC2,SLC35A2,,COQ9,OSTM1,,RSRC2,CLCN7,,SDF4,,GGCX,FKBP5,FBXO31,SRRT,ITFG2,ARMH3,MKNK2,METRN,,DDX1,PLPPR2,MKNK1,,RPS16,TIMM44,RASL11A,,TRMT2A,SRPK1,SIRT6,DDX60,HNRNPA2B1,LRRC61,,RNF141,TESC,ANKRD10,,SMC1A,,SOS2,ATXN7L3,CDC5L,HBS1L
FBXO27,GNPTG,MECOM,SLC7A5,MMP15,ALG9,,NUCB1,GNAO1,FTL,CEP76,,FERMT2,,ARAF,,CAB39L,ERI1,TXN2,PQBP1,,PPP1R13B,PCNP,,MYL2,ANTKMT,,XRCC5,,PDCL3,HSP90AB1,UBE2I,BAX,SH2B3,HOXB3,TRMT2A,CAPN15,,STX7,BCAT2,REXO1,,HNRNPUL1,AKAP8,FYTTD1,,MED15,TMEM14A,AMPH,THBS1,FKBP9,TICAM1,,GALNT18,MAPKAPK5,COQ9,,HMMR,,VTI1B,PSMC5,SCD,PHF1
U2AF1L4,PDPR,SLC25A24,GSPT1,ESRP2,MTMR2,,ECH1,OGFOD1,SRRT,ANKRD12,,PICALM,,MCCC1,,STK24,BNIP3L,KIAA0930,EEA1,,MAVS,EXD2,,SH2B3,USP31,,MKNK1,,HSPE1,JAK2,CAPN15,ATXN7L3,CREBL2,WDR55,MED15,CLUAP1,,KEAP1,GCDH,SAR1A,,TYK2,ILVBL,OCRL,,SMARCB1,ACOT7,ARAF,NDUFAF1,RECK,TUBA4A,,CD5,ESF1,PPP1R13B,,P4HA2,,GSTZ1,TXNDC16,PALMD,BYSL
FMNL3,GLG1,MAP3K4,ELOB,WFDC1,SRRT,,HNRNPL,TXNDC16,ATXN7L3,TBL1X,,GLI2,,PIK3C3,,PLLP,GYS1,RANGAP1,HTATSF1,,XRN2,AACS,,OAS2,HMOX2,,REXO1,,ODC1,SCD,GSPT1,SH3BP2,OGFOD2,ACAT2,CECR2,EARS2,,SLC35C2,PRPF31,CDC14A,,NAPA,AKT2,SHLD2,,SF3A1,CDC7,MCCC1,KIF23,KIAA1549,DGCR8,,ACCS,ANAPC5,MAVS,,FBXW11,,KIAA0586,SF3B2,HNRNPM,DUSP22
POLR3K,TNRC6A,PILRA,USP31,USP10,BAX,,SNRNP70,RTRAF,PSMC5,POLA1,,MRPS34,,SYNJ2,,DHODH,ECH1,PHF5A,MAGED2,,ESF1,DELE1,,RERGL,DNAJA3,,KIF22,,KYNU,HSD3B7,GGA2,NID2,OAS2,TCP1,SMARCB1,ELOB,,SMARCA2,DDX49,CEACAM1,,MEIS3,HNRNPUL1,LRRC39,,PPIL2,SCD,PIK3C3,TUBGCP4,PLAU,CALU,,CARS1,TMEM230,TESC,,ACAP1,,SAMD15,SULT2B1,MARCHF2,SENP6
TTC9C,EXOC1,RRN3,RBL2,CIAO3,ATXN7L3,,CLPTM1,SF3B2,MMP2,NKAP,,CDHR2,,ITCH,,CTCF,HNRNPL,ACO2,NDFIP2,,ANAPC5,ATP8B1,,CPSF6,RBL2,,DDX1,,PCYOX1,ATP5F1D,DNAJA3,SF3B2,RASAL1,ENY2,TBC1D10A,USP31,,PUM3,SUGP1,KIF22,,KDELR1,DMAC2,HNRNPA2B1,,SNRPD3,PALMD,ITCH,IFI44L,CHST3,MRPS12,,RPS13,DZANK1,ESF1,,IRAG1,,DAAM1,CNOT3,MTAP,TENT4A
NXF1,DLD,EPS15,PYCARD,STUB1,RTRAF,,PPP1R37,DNM1L,MT3,ALG13,,TSG101,,SDF4,,ESRP2,SNRNP70,ZBED4,STK24,,CFAP61,ME2,,CHD4,NOMO1,,DNM2,,SPR,HNRNPM,RBL2,SULT2B1,ENDOU,ETF1,SF3A1,DNAJA3,,CNOT4,DNAJC2,SCGN,,RAB3D,MRPL4,KIAA1549,,CARD10,HNRNPM,SDF4,PPIG,ECD,DCTD,,AIP,OAS1,ANAPC5,,XRCC1,,RIN3,KHSRP,POLR2E,HSPA9
RPL29,RAPGEF4,USP40,IL21R,CAPN15,GMCL1,,SNAPC2,ERGIC2,GNAO1,RBBP7,,NCBP3,,CDH17,,WFDC1,CLPTM1,HDAC10,SUPT20H,,OAS1,C5orf22,,BLTP3B,CORO2B,,MOXD1,,SCP2,MARCHF2,PYCARD,KHSRP,CPSF6,KDM3B,PPIL2,AAGAB,,PSEN1,IQCE,CARMIL1,,PLPPR2,ETFB,TRIR,,PLA2G3,MARCHF2,CDH17,SENP7,P4HA1,ILF3,,CLEC2B,GCN1,TMEM230,,SCARB1,,ALKBH1,REM1,POLRMT,IK
RPS6KA4,FH,DNAJA1,RPAP1,GSPT1,SF3B2,,OLFM2,AAMDC,SH3BP2,SLC35A2,,ATP2A3,,FKBP7,,USP10,PIH1D1,FKBP3,MRPS31,,RPLP0,CCNT2,,CMAS,IGDCC4,,STX7,,SRSF4,POLRMT,STX4,EPB41L1,GAPDH,EGR1,YPEL1,MTFMT,,PCNP,COBL,DDX1,,BCAT2,NAPA,ITIH5,,GGA1,POLR2E,FKBP7,FGF2,MED13L,EAPP,,BIN2,KIF16B,DZANK1,,MCM2,,SNW1,ANKRD10,MKNK2,CERT1
RBP7,ALKBH5,B4GALT1,GABPB1,CLUAP1,ERGIC2,,ILVBL,CNOT3,TXNDC16,PQBP1,,CA12,,XRCC5,,CIAO3,MED25,PRMT5,NUP93,,PXN,COBLL1,,FGFR1OP2,RPAP1,,SLC35C2,,SFPQ,MKNK2,AAGAB,DOCK9,CHD4,ARL1,SNRPD3,RPAP1,,EXD2,CHCHD2,DNM2,,WDR83OS,RABAC1,ACVR1C,,HIRA,POLRMT,XRCC5,HADH,RASSF8,REEP5,,RSRC2,ERP29,OAS1,,LLGL2,,DHRS7,TMEM40,TRMT2A,LMNB1
NFIA,ZFHX4,NFX1,EIF3J,ELOB,EPB41L1,,URI1,KHSRP,RTRAF,PGK1,,MGLL,,MKNK1,,CLCN7,SNAPC2,VTI1B,LONP2,,KIF16B,PALB2,,KLRB1,HOMER2,,RAB21,,RO60,TRMT2A,CTSH,COQ9,BLTP3B,NFYB,MAPK1,DTWD1,,ZNF510,ZKSCAN1,EPB41L2,,PRPF31,TMEM205,KCNJ2,,SH3BP1,MKNK2,MKNK1,NEDD1,ATG101,CBFA2T3,,LTA4H,FUS,GCN1,,NLE1,,ERH,PPP1R13B,MED15,RAD1
FUBP1,ZC3HC1,MRPL28,MYEF2,USP31,DOCK9,,RPS16,EPB41L1,NID2,HTATSF1,,BCS1L,,REXO1,,STUB1,ILVBL,GSTZ1,CTCF,,ERP29,TNPO1,,RWDD1,TMEM87A,,SLC4A4,,CTH,MED15,RPAP1,PPP1R13B,GNPTAB,TARDBP,CARD10,GABPB1,,DELE1,WASL,RFX3,,TFPT,BCAT2,AGO2,,PATZ1,TRMT2A,SAR1A,GAS2L3,TUBA1B,GNL3L,,MAGOHB,IGBP1,RPLP0,,SDHA,,EIF5,MAVS,SMARCB1,RAD50
H3-3A,PPP2R3C,CEACAM6,BRF2,HMOX2,ANKRD10,,TIMM50,ANKRD10,SF3B2,MAGED2,,DPP8,,SAR1A,,CAPN15,URI1,KIAA0586,POLR2C,,FUS,DIS3,,PAK1IP1,BMF,,CNOT4,,PLEKHM2,CECR2,GABPB1,ZNF343,CMAS,COPS5,GRK3,BLOC1S6,,PHLPP1,C1GALT1,CNOT4,,COPE,GCDH,ACSL3,,POLR2F,SMARCB1,CDC14A,SLC7A1,NDUFAF4,PGLS,,ARPC3,FXYD5,ERP29,,SMARCE1,,TELO2,XRN2,DERL3,NR3C1
CIP2A,HNRNPC,RBM22,FZD3,DNAJA3,COQ9,,GPI,C3orf18,GNAS,ZDHHC15,,LMAN1,,CDC14A,,GSPT1,CACTIN,RIN3,SLC7A6OS,,IGBP1,PIBF1,,CEP85L,SCG3,,PCNP,,CRYZ,SMARCB1,EIF3J,MAVS,PAK1IP1,AKAP1,LGALS2,MYEF2,,ATP8B1,RPA3,TCF7,,DDX49,PRPF31,TTPAL,,TOMM22,SF3A1,KIF22,CSAD,MORF4L2,SNX9,,SH2B3,FXYD3,FUS,,FNDC8,,RPS6KA5,ESF1,SF3A1,FAM162A
TOPBP1,TOX4,LAT2,RAB2A,AAGAB,PPP1R13B,,AKT2,COQ9,DNM1L,CAB39L,,HACD3,,KIF22,,CLUAP1,CCDC9,ALKBH1,MON1B,,FXYD5,TDRD3,,RNGTT,MYEF2,,EXD2,,NR5A2,DERL3,BLOC1S6,XRN2,CEP85L,TRMT1L,HIRA,BRF2,,CCNT2,PHF14,PCNP,,SUGP1,CRTC1,SNAI1,,RTCB,PPIL2,SCGN,SBNO1,CKS2,MTRES1,,GPRC5D,RCOR1,IGBP1,,PPP2R3A,,PPP4R3A,ANAPC5,PPIL2,UBE3A
POLR2H,SEMA6A,ZW10,INTS10,RPAP1,MAVS,,HNRNPUL1,PPP1R13B,CNOT3,KLF5,,ARHGEF10L,,SCGN,,ELOB,HNRNPUL1,SNW1,AXIN1,,CDIP1,PDS5B,,SRSF3,TRIM35,,ARG2,,ACADM,SUSD2,MYEF2,ESF1,PPARD,CRY2,PATZ1,TRIM35,,COBLL1,AGR2,EXD2,,SIPA1L3,DDX49,FASTKD3,,FBXO7,SNRPD3,DDX1,RBM26,ACSL3,RSPH3,,OAS2,BLVRB,FXYD5,,PICALM,,C14orf93,SLC8B1,SNRPD3,TFDP2
TMEM184C,EZR,SRRT,PPP2CB,ATP8B4,ESF1,,NOP53,XRN2,KHSRP,DNAJC3,,TTC38,,CARMIL1,,USP31,MRPL4,DHRS7,WFDC1,,RBM41,ZNF446,,RBM24,CA2,,MEF2C,,SDHB,SF3A1,BRF2,ANAPC5,FANCE,ZMYM2,ANKRD54,DECR1,,GEMIN5,CHCHD3,MEF2C,,ITGB8,FKBP8,SNRNP27,,GTPBP1,PES1,DNM2,TPM1,DNPEP,PGPEP1,,ADGRD1,SLC9A1,FXYD3,,GLI2,,APEX1,PXN,MAPK1,FXR1
ERAP1,RFFL,BAX,KLHDC4,GABPB1,ANAPC5,,NAPA,MAPKAPK5,EPB41L1,SUPT20H,,ACAT1,,DDX1,,HMOX2,ETFB,ERH,CIAO3,,MLF2,YTHDC1,,CAP2,FZD3,,LRP2,,ZNHIT6,PPIL2,TRIM35,TMEM230,SRSF3,TBC1D15,EIF3L,BPNT2,,ERC1,TMEM176B,PTPRC,,HBP1,SUGP1,MPHOSPH10,,PPP6R2,GRK3,RFX3,ARRDC4,FAM210B,LSM4,,CPSF6,YPEL3,RCOR1,,MRPS34,,SRP54,ERP29,CYTH4,BBX
RP9,DPYSL2,ATXN7L3,MCM4,BLOC1S6,TMEM230,,PLA2G4C,P2RX7,DOCK3,DHRS12,,ZNF638,,DNM2,,RBL2,NAPA,EIF5,SLC7A5,,BLVRB,PPIE,,RAB23,BPNT2,,JMJD4,,HMGCL,MAPK1,ZFAND1,OAS1,MDN1,ZCCHC17,MICALL1,NDRG1,,XPO1,COA1,UBA5,,GSDME,HPN,USP22,,SUN2,GGA1,COL5A3,PIF1,SRSF6,JUND,,PTPN6,TFAP4,BLVRB,,PPP2R2C,,PSMA6,FUS,ESS2,IFT57
RAD21,GPATCH2,SH3BP2,MAP4K1,MYEF2,CFAP61,,PLPPR2,ESF1,COQ9,LONP2,,FOSL2,,SCTR,,BCKDK,RABAC1,DICER1,CAPN15,,NUDC,NOA1,,ASCC3,LAPTM4B,,AACS,,APH1A,PRODH,FZD3,PXN,ASCC3,KHDRBS1,POLR2F,ARMC1,,PALB2,GCK,JMJD4,,ZC3HAV1,HBP1,SNRPC,,AP1B1,HIRA,CNOT4,CRTC3,SNAI1,TRIM28,,RIC8B,PDCD7,SLC9A1,,EED,,EMC9,IGBP1,GRK3,HEMK1
SUN1,ECHDC1,ADD1,HNRNPL,TRIM35,OAS1,,WDR83OS,ANAPC5,PPP1R13B,N4BP1,,FRYL,,RFX3,,AAGAB,LIG1,RPS6KA5,GSPT1,,STRN4,REST,,BVES,EMC2,,DELE1,,ABCD3,GRK3,UBE2W,FUS,RPS12,ZSCAN20,TOMM22,EEF1D,,TNPO1,LIMK1,AACS,,OGDH,ZC3HAV1,SERPINB6,,MCM5,PATZ1,PSEN1,GLYR1,VAMP7,THEMIS2,,FGFR1OP2,DNAJB11,YPEL3,,TSG101,,TM9SF1,FXYD5,HIRA,GORASP1
CA3,CDC6,TXNDC16,SNRNP70,ZFAND1,RPLP0,,PRPF31,OAS1,SMOX,CTCF,,ACTB,,CNOT4,,HOMER2,PLA2G4C,PPP4R3A,CLUAP1,,DNAJB11,APLP2,,EYA4,NDRG1,,SLC13A1,,PRDX6,PLA2G3,RAB2A,IGBP1,GMNN,OCRL,RTCB,SH2D4A,,PLOD1,LHX6,DELE1,,LFNG,OGDH,H1-3,,RBFOX2,POLR2F,DLGAP4,PARN,MPHOSPH10,SHFL,,KLRB1,GNPTG,TFAP4,,NCBP3,,GMPR2,FXYD3,SH3BP1,FOXP1
SLC4A2,AAAS,RTRAF,TRMT1,RIPK2,KIF16B,,SUGP1,RPLP0,SLC4A11,POLR2C,,DLG1,,PSEN1,,ATP8B4,TMEM205,C14orf93,ELOB,,P3H2,EIF3I,,SOBP,ZC2HC1A,,ME2,,HSD11B1,SH3BP1,EIF3E,FXYD5,HBS1L,SERAC1,FBXO7,ERI1,,DIS3,PLGRKT,ME2,,HIBADH,CHN2,H2BC11,,MYH9,TOMM22,OSTM1,GCSH,F13A1,TBC1D5,,PAK1IP1,ZNF268,PDCD7,,CA12,,PNN,GANAB,SRRD,EIF4G1
FOXK1,MAP3K1,SF3B2,C19orf53,BPNT2,ERP29,,PON2,PXN,MAVS,PSMD7,,RAB7A,,TCF7,,BLOC1S6,BCAT2,TRIP11,DNAJA3,,CHRD,TXLNA,,PEX7,PPP2CB,,C5orf22,,MTARC2,HPS4,CCN4,MLF2,MRPL2,WIPF3,PPP6R2,DCTN6,,PIBF1,TBC1D13,C5orf22,,CHN2,GRB10,ATXN1,,TNRC6B,POLDIP3,PCNP,CDH11,SNRPC,PPFIA1,,CEP85L,EFNB1,DNAJB11,,NTN4,,RABGGTA,GMIP,PATZ1,EEF1B2
HNRNPK,DHPS,DNM1L,TIMM44,LAPTM4B,FUS,,HBP1,RPH3A,XRN2,SETD6,,REXO2,,OSTM1,,MYEF2,PLEKHA4,APEX1,SALL1,,EFNB1,NCOA1,,SLC16A10,MCM4,,CCNT2,,CTSD,PATZ1,ZC2HC1A,RCOR1,SRF,CALD1,RHBDD3,HNRNPL,,TDRD3,RIC1,CCNT2,,GRB10,COBL,NUP153,,SLC25A17,SUN2,ARG2,COPS3,H2BC11,MAP1B,,STK38,GLG1,P3H2,,BCS1L,,PCIF1,ARHGAP4,TRIOBP,NCL
VCP,TMEM38B,ERGIC2,AKAP8,UBE2W,FXYD5,,ZC3HAV1,TRMT6,ESF1,PLA2G15,,RBM7,,PCNP,,TRIM35,GCDH,PABPN1,RBL2,,RBM27,ATRX,,MRPL2,NUCB1,,EPB41L3,,STAG1,POLR2F,EEF1D,GPATCH2L,TENT4A,VPS26A,TTLL1,SNRNP70,,PDS5B,KANK1,EPB41L3,,ZKSCAN1,CASP2,RAP2A,,FAM118A,HMOX1,AACS,SSH2,RAP2A,FAAP24,,SRSF3,KIF4A,GNPTG,,LMAN1,,GINS1,RCOR1,POLR2F,TFCP2L1
ZNF22,PSMD5,EDEM2,ILVBL,ZC2HC1A,MLF2,,OGDH,CHGB,ANAPC5,MON1B,,MLH1,,EXD2,,ZFAND1,PRPF31,SRP54,AAGAB,,WDR7,AK6,,DUSP22,ECH1,,COBLL1,,CREB1,DDX17,INTS10,PAPOLA,HSPA9,ACOT9,CHKB,CLPTM1,,ZNF446,BAG1,MRPL22,,WASL,CHCHD2,MYH2,,RANGAP1,MCM5,DELE1,GAREM1,SNRPD2,ILKAP,,SMAP1,DLD,ZNF268,,HACD3,,ADNP,IRAK3,DDX17,GPD2
RPUSD4,NANS,ANKRD10,ZNF419,ARMC1,RCOR1,,GARS1,ERP29,TMEM230,AXIN1,,UNG,,AACS,,FZD3,FKBP8,DCAF11,TRIP4,,CMTM6,MECOM,,BTN2A1,HNRNPL,,MRPL22,,HMGN3,TOMM22,ERI1,P3H2,IK,ATP7B,ARSA,SF3A2,,YTHDC1,NPDC1,GEMIN5,,AGFG2,WASL,MRPS7,,PHF5A,ARSA,ME2,PELP1,EML2,CARD6,,CCR6,FH,GOLGA3,,ARHGEF10L,,CTSZ,DNAJB11,HSCB,RPS15
PDZD8,CWF19L1,COQ9,URI1,TRPS1,GPATCH2L,,CHCHD2,NOS1,OAS1,WFDC1,,FMO4,,DELE1,,RIPK2,SUGP1,PSMA6,MTFMT,,ALKBH5,WDR47,,TENT4A,SNRNP70,,GEMIN5,,RAB32,FBXO7,DCTN6,GNPTG,RASGRF2,TUBA1B,PDGFB,MED25,,REST,ERLIN1,XPO1,,C1GALT1,C1GALT1,PPP1R12C,,ACO2,RPL3,CCNT2,TMC6,AP5S1,H3-3B,,DUSP22,SEL1L3,USP48,,KCNQ2,,PRELID3B,GNPTG,TOMM22,TTC31
NSD1,NUBP2,MAVS,GPI,GSDMD,BLVRB,,WASL,FUS,GCN1,USP10,,TPD52,,ME2,,BPNT2,GSK3A,EMC9,RPAP1,,SPAG7,MAP3K4,,NME5,CLPTM1,,NFE2L1,,ARG1,GTPBP1,PPP2CB,GOLGA3,CCNG1,SLC36A1,ASCC2,TIMM44,,APLP2,TRDMT1,PALB2,,PHF14,RPA3,THOC2,,HDAC10,ASCC2,MRPL22,EIF4A3,ID1,BTBD3,,LY86,CDV3,KIF4A,,TIPIN,,DIDO1,ZNF268,FBXO7,DOK1
PRDX3,FKBP5,XRN2,CACTIN,EEF1D,RGS1,,RBM28,GANAB,RPLP0,NME4,,MCAM,,CCNT2,,LAPTM4B,DNAJC2,TM9SF1,ZNF106,,ZFHX4,RRN3,,NNT,PPP1R37,,RNF13,,RAD23B,PPP6R2,MCM4,USP48,LMNB1,KCNJ2,SAMM50,TIMM50,,WBP11,LZTS2,TNPO1,,CHCHD3,PHF14,SNRPD2,,GZMH,MYH9,XPO1,BRD4,RALY,DPH2,,HSPA9,SPAG7,TNRC6A,,EIF4G3,,GID8,USP48,POLDIP3,HSPE1
UBTD1,EFHC1,TMEM230,CCDC9,INTS10,MAEA,,AGFG2,MLF2,BRAP,SLC7A5,,CAMSAP3,,MRPL22,,ZC2HC1A,ITGB8,PNN,GABPB1,,CD200,CTTN,,HSPA9,OAZ1,,TRPM3,,HSDL2,SUN2,GYS1,EFNB1,SUB1,DNPEP,TXN2,GPI,,EIF3I,ACBD5,PLOD1,,TMEM176B,AGR2,SYMPK,,VCPKMT,TXN2,RNF13,IFITM3,PCID2,TOE1,,TMCO6,ZFHX4,EXOC1,,ACAT1,,GMEB2,EFNB1,SUN2,CHMP3
PSMC3,HSP90AB1,DZANK1,HNRNPUL1,KLHDC4,P3H2,,RPA3,YPEL3,ERP29,UBE2I,,RAP1GAP,,XPO1,,GSDMD,ZC3HAV1,GSS,EIF3J,,HNRNPC,DDHD2,,PFDN1,SGTA,,PALB2,,KDSR,CYB5R3,MAP4K1,PDPR,SLC12A7,PLCG1,SGSM3,AKT2,,TXLNA,LARP4B,DIS3,,URGCP,CHCHD3,GZF1,,PSMC6,TNRC6B,PALB2,SIK1,RBM42,PPP1R3D,,CERT1,ZC3HC1,DLD,,ZNF638,,CSNK2A1,GLG1,TTLL1,SLC25A12
CPSF2,CDC5L,OAS1,MRPL4,MCM4,GNPTG,,PHF14,MAEA,FUS,ZNF174,,CTTNBP2,,RNF13,,EEF1D,CAV2,ADNP,RHOV,,SEMA6A,MGST2,,ARSB,MED25,,BCKDHB,,DLST,HMOX1,ECH1,GLG1,NR3C1,BCAS4,ST13,HNRNPUL1,,NCOA1,RNF43,PIBF1,,SEC61B,PRKAG2,TMX4,,VTI1B,KIAA0930,TNPO1,EVI5L,UBA2,ZMYM5,,PCDHB5,PPP2R3C,FH,,RASAL2,,POFUT1,TNRC6A,ASCC2,SDC1
TCP11L2,SIRT1,GCN1,ETFB,BNIP3L,ZNF268,,CHCHD3,STRN4,FXYD5,ELOB,,TM9SF3,,PALB2,,KLHDC4,CAV1,CSTF1,BLOC1S6,,SNAP23,USP40,,SLC27A6,SNAPC2,,TNPO1,,ALDH6A1,MCAT,HNRNPL,DLD,NIT2,SNRPC,CHADL,MRPL4,,CAD,GOSR2,TDRD3,,TBC1D13,SPIN1,RALY,,SAMD15,EP300,DIS3,SH3BGRL3,PRR12,USPL1,,RASGRF2,HAUS4,ORC6,,ZNF37A,,IDH3B,OSBPL8,MYH9,SLC1A4
SPINT1,SCD,RPLP0,NAPA,GYS1,GOLGA3,,COA1,GNPTG,GANAB,USP31,,GTF3C1,,TNPO1,,BNIP3L,IQCE,TPD52L2,BRF2,,PHGDH,RAD54L,,PDE4D,OLFM2,,PIBF1,,EIF2B2,CBX7,SNRNP70,ZFHX4,TFDP2,XPO5,RANGAP1,ETFB,,CD82,SLC25A11,PDS5B,,RIC1,TMEM245,ROMO1,,RIN3,RANGAP1,PIBF1,ZNF593,ZNF384,DSTYK,,LMNB1,HNRNPC,ZFHX4,,FSCN1,,RPRD1B,DTX2,SAMM50,TRAK2
FBN1,TMED1,PXN,RABAC1,HNRNPL,USP48,,PRUNE2,PABPC4,MLF2,DNAJA3,,USP33,,PIBF1,,NUCB1,HIBADH,PRELID3B,TRIM35,,EZR,DNAJA1,,RAD50,URI1,,TDRD3,,KLHL29,ZMAT5,PIH1D1,ZC3HC1,PRKAR2A,OARD1,PHF5A,TYK2,,ATRX,SYNGR2,OXCT1,,KANK1,SEC61B,PSMB2,,SNW1,PHF5A,TDRD3,MAP3K6,EMG1,GPALPP1,,SUB1,SEMA6A,PPP2R3C,,WDR62,,AHCY,DLD,TXN2,NFE2L2
SENP8,PALMD,KIF16B,CLEC11A,SNRNP70,EFNB1,,TBC1D13,USP48,RCOR1,SALL1,,SNRPA,,TDRD3,,GYS1,GRB10,PSMA7,FZD3,,GPATCH2,B4GALT1,,NPHP3,RPS16,,PDS5B,,DNMT3A,RBFOX2,ARHGEF18,HNRNPC,RPL24,AARS2,ACO2,NAPA,,AK6,DDX5,ZNF446,,FUBP3,PLGRKT,LRFN3,,DHRS7,ACO2,PDS5B,HDGF,UXT,GIMAP6,,LNPEP,PHGDH,HAUS4,,RAB7A,,APMAP,SEL1L3,TNRC6B,MSH6
CYYR1,OCEL1,CHGB,LIG1,CLPTM1,GLG1,,KANK1,GLG1,GPATCH2L,RBL2,,DYNC1I2,,PDS5B,,ECH1,COBL,DIDO1,EIF3E,,NUP50,DIMT1,,UBE3A,TIMM50,,OXCT1,,LGALSL,ASCC2,FCER2,SEMA6A,C3orf14,H2BC11,DESI1,KDELR1,,FCN1,LGALS3BP,RPS5,,RIGI,TBC1D13,UBA2,,GALNT16,ZBED4,FAT1,TOR1AIP1,RHOJ,BMAL1,,GNPDA1,EZR,HNRNPC,,BCAP29,,CEP76,CDV3,KIAA0930,PARD3B
